Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-10-27,189.99000549316406,192.0,188.42999267578125,191.49000549316406,191.49000549316406,153452700,0.0,0.0
2025-10-28,193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,201.02999877929688,297986200,0.0,0.0
2025-10-29,207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,207.0399932861328,308829600,0.0,0.0
2025-10-30,205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,202.88999938964844,178864400,0.0,0.0
2025-10-31,206.4499969482422,207.97000122070312,202.07000732421875,202.49000549316406,202.49000549316406,179802200,0.0,0.0
2025-11-03,208.0800018310547,211.33999633789062,205.55999755859375,206.8800048828125,206.8800048828125,180267300,0.0,0.0
2025-11-04,203.0,203.97000122070312,197.92999267578125,198.69000244140625,198.69000244140625,188919300,0.0,0.0
2025-11-05,198.77000427246094,202.9199981689453,194.64999389648438,195.2100067138672,195.2100067138672,171350300,0.0,0.0
2025-11-06,196.4199981689453,197.6199951171875,186.3800048828125,188.0800018310547,188.0800018310547,223029800,0.0,0.0
2025-11-07,184.89999389648438,188.32000732421875,178.91000366210938,188.14999389648438,188.14999389648438,264942300,0.0,0.0
2025-11-10,195.11000061035156,199.94000244140625,193.7899932861328,199.0500030517578,199.0500030517578,198897100,0.0,0.0
2025-11-11,195.16000366210938,195.4199981689453,191.3000030517578,193.16000366210938,193.16000366210938,176483300,0.0,0.0
2025-11-12,195.72000122070312,195.88999938964844,191.1300048828125,193.8000030517578,193.8000030517578,154935300,0.0,0.0
2025-11-13,191.0500030517578,191.44000244140625,183.85000610351562,186.86000061035156,186.86000061035156,207423100,0.0,0.0
2025-11-14,182.86000061035156,191.00999450683594,180.5800018310547,190.1699981689453,190.1699981689453,186591900,0.0,0.0
2025-11-17,185.97000122070312,189.0,184.32000732421875,186.60000610351562,186.60000610351562,173628900,0.0,0.0
2025-11-18,183.3800048828125,184.8000030517578,179.64999389648438,181.36000061035156,181.36000061035156,213598900,0.0,0.0
2025-11-19,184.7899932861328,187.86000061035156,182.8300018310547,186.52000427246094,186.52000427246094,247246400,0.0,0.0
2025-11-20,195.9499969482422,196.0,179.85000610351562,180.63999938964844,180.63999938964844,343504800,0.0,0.0
2025-11-21,181.24000549316406,184.55999755859375,172.92999267578125,178.8800048828125,178.8800048828125,346926200,0.0,0.0
2025-11-24,179.49000549316406,183.5,176.47999572753906,182.5500030517578,182.5500030517578,256618300,0.0,0.0
2025-11-25,174.91000366210938,178.16000366210938,169.5500030517578,177.82000732421875,177.82000732421875,320600300,0.0,0.0
2025-11-26,181.6300048828125,182.91000366210938,178.24000549316406,180.25999450683594,180.25999450683594,181798274,0.0,0.0
